Date/Time of Report: 3/16/2025 16:22:34,,,,,,,,,
Requester: CSTN01-1 - Oper,,,,,,,,,
Filter Applied: Event Time: Live,,,,,,,,,
Sort Criteria: ,,,,,,,,,
Server: ESV-01B,,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,
3/15/2025 18:37:31.700,01,EVENT_SCM1A,ChOfSt,,J 00,DISCCHK_A_T1,OFF,,
3/15/2025 18:37:31.800,01,EVENT_SCM1A,ChOfSt,,J 00,FILWASH_A_T1,OFF,,
3/15/2025 18:37:31.900,01,EVENT_SCM1A,ChOfSt,,J 00,DISCHARGE_A_T1,OFF,,
3/15/2025 18:37:31.800,01,OP_NASH1,Phase State Change,,J 00,NASH1;$330013f229617cda-0005,ProcState,,
3/15/2025 18:37:30.700,01,EVENT_SCM2B,ChOfSt,,J 00,FILWASH_B_T1,OFF,,
3/15/2025 18:37:30.400,01,EVENT_SCM2B,ChOfSt,,J 00,POLYREC_B_T1,OFF,,
3/15/2025 18:37:30.300,01,EVENT_SCM2B,ChOfSt,,J 00,HEATUP2_B_T1,OFF,,
3/15/2025 18:37:30.000,01,EVENT_SCM2B,ChOfSt,,J 00,PRERECOV_B_T1,OFF,,
3/15/2025 18:37:30.900,01,EVENT_SCM2B,ChOfSt,,J 00,AUTOJET_B1_T1_1,OFF,,
3/15/2025 18:37:30.200,1400,NASH1,State Change,,J 00,SCM,Running,,
3/15/2025 18:37:30.600,1400,NASH1,Start,,J 00,SCM,CHILD,,
3/15/2025 18:37:30.200,01,OP_NASH1,State Change,,J 00,RCM;$330013f229617cda-0005,Running,,
3/15/2025 18:37:30.100,01,OP_NASH1,Phase State Change,,J 00,NASH1;$330013f229617cda-0005,ProcExec,,
3/15/2025 18:37:30.800,01,OP_NASH1,Start of Control,,J 00,NASH1;$330013f229617cda-0005;NASH1,Idle;1;1;1,,
3/15/2025 18:37:30.000,01,OP_NASH1,Acquire,,J 00,NASH1;$330013f229617cda-0005,SYSTEM:SCM;1,,
3/15/2025 18:37:30.700,01,OP_NASH1,Phase Start,,J 00,NASH1;$330013f229617cda-0005,1,,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.100,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.100,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.600,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.600,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.100,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.600,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.100,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,KG/CM2G,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,KG/CM2G,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,%,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,KG/CM2G,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,SEC,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,M3/H,
3/15/2025 18:37:30.600,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,M3/H,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,M3/H,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,M3/H,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,M3/H,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,%,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,MIN,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,KG/CM2G,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,DegC,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.700,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.600,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.500,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.400,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.300,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.200,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.100,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.000,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,PPM,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.900,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,TON,
3/15/2025 18:37:30.800,01,OP_NASH1,Formula,,J 00,DATA;$330013f229617cda-0005,1.#QNAN,,
3/15/2025 18:37:30.100,01,OP_NASH1,Start,,J 00,RCM;$330013f229617cda-0005;$ACTIVITY_330013f229617ce1,CHILD,,
3/15/2025 18:37:29.900,01,CM_RECIPE,ChOfSt,,J 00,POLY B IS RUNNING,RUNNING,,
3/15/2025 18:37:29.400,01,OP_NASH1,Command,,J 00,RCM;$330013f229617cda-0005,Start,,
3/15/2025 18:37:28.400,01,UP_RECOVERY,Start of Control,,J 00,OP_NASH1;$330513f255da21fc-0015;OP_NASH1,Idle;1;1;1,,
3/15/2025 18:37:28.600,01,UP_RECOVERY,Acquire,,J 00,OP_NASH1;$330513f255da21fc-0015,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:28.100,01,PR_POLY,Release,,J 00,UP_READY,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:28.200,01,PR_POLY,End of Control,,J 00,UP_READY,Idle;1;1;1,,
3/15/2025 18:37:27.200,01,UP_READY,RecipeRemoval,,J 00,UP_READY;$330513f255de21fe-0020,,,
3/15/2025 18:37:27.000,01,UP_READY,State Change,,J 00,RCM;$330513f255de21fe-0020,Idle,,
3/15/2025 18:37:27.700,01,UP_RECOVERY,Release,,J 00,OP_RECINIT;$330513f255da21fc-0015,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:27.800,01,UP_RECOVERY,End of Control,,J 00,OP_RECINIT;$330513f255da21fc-0015,Idle;1;1;1,,
3/15/2025 18:37:26.300,01,OP_RECINIT,RecipeRemoval,,J 00,OP_RECINIT;$330013f229617cda-0004,,,
3/15/2025 18:37:26.000,01,OP_RECINIT,State Change,,J 00,RCM;$330013f229617cda-0004,Idle,,
3/15/2025 18:37:26.500,01,UP_READY,End,,J 00,RCM;$330513f255de21fe-0020,,,
3/15/2025 18:37:26.400,01,UP_READY,State Change,,J 00,RCM;$330513f255de21fe-0020,Complete,,
3/15/2025 18:37:26.500,01,UP_READY,Release,,J 00,OP_RDYINIT;$330513f255de21fe-0020,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:26.600,01,UP_READY,End of Control,,J 00,OP_RDYINIT;$330513f255de21fe-0020,Idle;1;1;1,,
3/15/2025 18:37:26.300,01,OP_RDYINIT,RecipeRemoval,,J 00,OP_RDYINIT;$330013f2295e7ccc-0004,,,
3/15/2025 18:37:26.000,01,OP_RDYINIT,State Change,,J 00,RCM;$330013f2295e7ccc-0004,Idle,,
3/15/2025 18:37:26.200,1900,FI1901B,BAD PV,OK,J 00,STEAM HEADER FROM BOILER,6816.69687484741,kg/h,
3/15/2025 18:37:25.400,01,OP_RECINIT,End,,J 00,RCM;$330013f229617cda-0004,,,
3/15/2025 18:37:25.300,01,OP_RECINIT,State Change,,J 00,RCM;$330013f229617cda-0004,Complete,,
3/15/2025 18:37:25.900,01,OP_RECINIT,Release,,J 00,RECINIT;$330013f229617cda-0004,SYSTEM:SCM;1,,
3/15/2025 18:37:25.600,01,OP_RECINIT,End of Control,,J 00,RECINIT;$330013f229617cda-0004,Idle;1;1;1,,
3/15/2025 18:37:25.000,01,OP_RDYINIT,End,,J 00,RCM;$330013f2295e7ccc-0004,,,
3/15/2025 18:37:25.900,01,OP_RDYINIT,State Change,,J 00,RCM;$330013f2295e7ccc-0004,Complete,,
3/15/2025 18:37:25.500,01,OP_RDYINIT,Release,,J 00,RDYINIT;$330013f2295e7ccc-0004,SYSTEM:SCM;1,,
3/15/2025 18:37:25.100,01,OP_RDYINIT,End of Control,,J 00,RDYINIT;$330013f2295e7ccc-0004,Idle;1;1;1,,
3/15/2025 18:37:25.800,1300,RECINIT,State Change,,J 00,SCM,Idle,,
3/15/2025 18:37:24.500,1300,RDYINIT,State Change,,J 00,SCM,Idle,,
3/15/2025 18:37:24.200,01,EVENT_SCM2B,ChOfSt,,J 00,FILWASH_B_T1,ON,,
3/15/2025 18:37:24.800,01,EVENT_SCM2B,ChOfSt,,J 00,POLYREC_B_T1,ON,,
3/15/2025 18:37:24.700,01,EVENT_SCM2B,ChOfSt,,J 00,HEATUP2_B_T1,ON,,
3/15/2025 18:37:24.500,01,EVENT_SCM2B,ChOfSt,,J 00,PRERECOV_B_T1,ON,,
3/15/2025 18:37:24.300,01,EVENT_SCM2B,ChOfSt,,J 00,AUTOJET_B1_T1_1,ON,,
3/15/2025 18:37:24.700,01,EVENT_SCM2A,ChOfSt,,J 00,DISCCHK_B_T1,ON,,
3/15/2025 18:37:24.800,01,EVENT_SCM2A,ChOfSt,,J 00,DISCHARGE_B_T1,ON,,
3/15/2025 18:37:24.800,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,ON,,
3/15/2025 18:37:24.000,01,EVENT_SCM1B,ChOfSt,,J 00,POLYREC_A_T1,ON,,
3/15/2025 18:37:24.600,01,EVENT_SCM1B,ChOfSt,,J 00,HEATUP2_A_T1,ON,,
3/15/2025 18:37:24.900,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,,
3/15/2025 18:37:24.800,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A1_T1,ON,,
3/15/2025 18:37:24.300,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A2_T1,ON,,
3/15/2025 18:37:24.200,01,EVENT_SCM1A,ChOfSt,,J 00,PRERECOV_A_T1,ON,,
3/15/2025 18:37:24.300,01,EVENT_SCM1A,ChOfSt,,J 00,DISCCHK_A_T1,ON,,
3/15/2025 18:37:24.300,01,EVENT_SCM1A,ChOfSt,,J 00,FILWASH_A_T1,ON,,
3/15/2025 18:37:24.500,01,EVENT_SCM1A,ChOfSt,,J 00,DISCHARGE_A_T1,ON,,
3/15/2025 18:37:24.400,1300,RECINIT,End,,J 00,SCM,,,
3/15/2025 18:37:24.300,1300,RECINIT,State Change,,J 00,SCM,Complete,,
3/15/2025 18:37:23.100,1300,RDYINIT,End,,J 00,SCM,,,
3/15/2025 18:37:23.000,1300,RDYINIT,State Change,,J 00,SCM,Complete,,
3/15/2025 18:37:23.900,01,EIP0401R,OFFNRM,,J 00,BPO035 REPORT REQUEST,ON,,
3/15/2025 18:37:22.711,1300,RDYINIT_CM,MESSAGE,CNF,,POLY A/B START OK?,,,
3/15/2025 18:37:20.642,1300,RDYINIT_CM,MESSAGE,ACK,,POLY A/B START OK?,,,
3/15/2025 18:37:18.694,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,,
3/15/2025 18:37:18.500,01,EIP0403R,OFFNRM,OK,J 00,BPO037 REPORT REQUEST,OFF,,
3/15/2025 18:37:17.100,01,EIP0402R,OFFNRM,OK,J 00,BPO036 REPORT REQUEST,OFF,,
3/15/2025 18:37:17.000,01,EIP0401R,OFFNRM,OK,J 00,BPO035 REPORT REQUEST,OFF,,
3/15/2025 18:37:17.000,01,EIP0404R,OFFNRM,OK,J 00,BPO038 REPORT REQUEST,OFF,,
3/15/2025 18:37:12.100,01,EVENT_SCM2B,ChOfSt,,J 00,FILWASH_B_T1,OFF,,
3/15/2025 18:37:12.800,01,EVENT_SCM2B,ChOfSt,,J 00,POLYREC_B_T1,OFF,,
3/15/2025 18:37:12.600,01,EVENT_SCM2B,ChOfSt,,J 00,HEATUP2_B_T1,OFF,,
3/15/2025 18:37:12.400,01,EVENT_SCM2B,ChOfSt,,J 00,PRERECOV_B_T1,OFF,,
3/15/2025 18:37:12.200,01,EVENT_SCM2B,ChOfSt,,J 00,AUTOJET_B1_T1_1,OFF,,
3/15/2025 18:37:12.500,01,EVENT_SCM2A,ChOfSt,,J 00,DISCCHK_B_T1,OFF,,
3/15/2025 18:37:12.600,01,EVENT_SCM2A,ChOfSt,,J 00,DISCHARGE_B_T1,OFF,,
3/15/2025 18:37:12.900,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,OFF,,
3/15/2025 18:37:12.100,01,EVENT_SCM1B,ChOfSt,,J 00,POLYREC_A_T1,OFF,,
3/15/2025 18:37:12.700,01,EVENT_SCM1B,ChOfSt,,J 00,HEATUP2_A_T1,OFF,,
3/15/2025 18:37:12.500,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,,
3/15/2025 18:37:12.200,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A1_T1,OFF,,
3/15/2025 18:37:12.700,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A2_T1,OFF,,
3/15/2025 18:37:12.900,01,EVENT_SCM1A,ChOfSt,,J 00,PRERECOV_A_T1,OFF,,
3/15/2025 18:37:12.100,01,EVENT_SCM1A,ChOfSt,,J 00,DISCCHK_A_T1,OFF,,
3/15/2025 18:37:12.300,01,EVENT_SCM1A,ChOfSt,,J 00,FILWASH_A_T1,OFF,,
3/15/2025 18:37:12.400,01,EVENT_SCM1A,ChOfSt,,J 00,DISCHARGE_A_T1,OFF,,
3/15/2025 18:37:12.700,1300,RECINIT,State Change,,J 00,SCM,Running,,
3/15/2025 18:37:12.900,1300,RECINIT,Start,,J 00,SCM,CHILD,,
3/15/2025 18:37:12.600,1300,RDYINIT_CM,CONFIRMABLE MESSAGE,,,POLY A/B START OK?,,,
3/15/2025 18:37:11.000,01,OP_RECINIT,State Change,,J 00,RCM;$330013f229617cda-0004,Running,,
3/15/2025 18:37:11.500,01,OP_RECINIT,Start of Control,,J 00,RECINIT;$330013f229617cda-0004;RECINIT,Idle;1;1;1,,
3/15/2025 18:37:11.900,01,OP_RECINIT,Acquire,,J 00,RECINIT;$330013f229617cda-0004,SYSTEM:SCM;1,,
3/15/2025 18:37:11.500,01,OP_RECINIT,Start,,J 00,RCM;$330013f229617cda-0004;$ACTIVITY_330013f229617cdb,CHILD,,
3/15/2025 18:37:10.400,01,UP_RECOVERY,State Change,,J 00,RCM;$330513f255da21fc-0015,Running,,
3/15/2025 18:37:10.100,01,UP_RECOVERY,Start of Control,,J 00,OP_RECINIT;$330513f255da21fc-0015;OP_RECINIT,Idle;1;1;1,,
3/15/2025 18:37:10.500,01,UP_RECOVERY,Acquire,,J 00,OP_RECINIT;$330513f255da21fc-0015,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:10.700,01,UP_RECOVERY,Start,,J 00,RCM;$330513f255da21fc-0015;$ACTIVITY_330013f229617cda,CHILD,,
3/15/2025 18:37:09.600,01,PR_POLY,Start of Control,,J 00,UP_RECOVERY;;UP_RECOVERY,Idle;1;1;1,,
3/15/2025 18:37:09.800,01,PR_POLY,Acquire,,J 00,UP_RECOVERY,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:08.600,01,CM_RECIPE,ChOfSt,,J 00,POLY B IS RUNNING,RUNNING,,
3/15/2025 18:37:08.400,01,CM_RECIPE,ChOfSt,,J 00,POLY B IS RUNNING,STOP,,
3/15/2025 18:37:08.800,01,PR_POLY,Release,,J 00,UP_POLY_B,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:08.000,01,PR_POLY,End of Control,,J 00,UP_POLY_B,Idle;1;1;1,,
3/15/2025 18:37:07.100,01,UP_POLY_B,RecipeRemoval,,J 00,UP_POLY_B;$330513f255da21fc-001f,,,
3/15/2025 18:37:07.000,01,UP_POLY_B,State Change,,J 00,RCM;$330513f255da21fc-001f,Idle,,
3/15/2025 18:37:06.300,01,UP_POLY_B,End,,J 00,RCM;$330513f255da21fc-001f,,,
3/15/2025 18:37:06.300,01,UP_POLY_B,State Change,,J 00,RCM;$330513f255da21fc-001f,Complete,,
3/15/2025 18:37:06.300,01,UP_POLY_B,Release,,J 00,OP_SUPER_B2;$330513f255da21fc-001f,SYSTEM:MASTERRECIPE;1,,
3/15/2025 18:37:06.000,01,UP_POLY_B,End of Control,,J 00,OP_SUPER_B2;$330513f255da21fc-001f,Idle;1;1;1,,
3/15/2025 18:37:06.900,01,OP_SUPER_B2,RecipeRemoval,,J 00,OP_SUPER_B2;$330013f2293c7c4e-0006,,,
3/15/2025 18:37:06.700,01,OP_SUPER_B2,State Change,,J 00,RCM;$330013f2293c7c4e-0006,Idle,,
3/15/2025 18:37:05.700,01,OP_SUPER_B2,End,,J 00,RCM;$330013f2293c7c4e-0006,,,
3/15/2025 18:37:05.600,01,OP_SUPER_B2,State Change,,J 00,RCM;$330013f2293c7c4e-0006,Complete,,
3/15/2025 18:37:05.000,01,OP_SUPER_B2,Release,,J 00,FILSEAL_B;$330013f2293c7c4e-0006,SYSTEM:SCM;1,,
3/15/2025 18:37:05.600,01,OP_SUPER_B2,End of Control,,J 00,FILSEAL_B;$330013f2293c7c4e-0006,Idle;1;1;1,,
3/15/2025 18:37:05.600,1300,FILSEAL_B,State Change,,J 00,SCM,Idle,,
3/15/2025 18:37:04.200,01,EVENT_SCM2B,ChOfSt,,J 00,RECINIT_B_T1,ON,,
3/15/2025 18:37:04.600,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,ON,,
